Food_Revenue,Year,Snap_up,0.048256485252561696
Household_Revenue,Holiday,Total_Revenue,0.0641809656813351
Household_Revenue,Holiday,Hobbies_Revenue,0.05178046756584292
Holiday,Year,Hobbies_Revenue,0.17369109374502878
Year,Food_Revenue,Total_Revenue,0.3279837653792673
Holiday,Snap_up,Total_Revenue,0.09661355670597535
Hobbies_Revenue,Food_Revenue,Total_Revenue,0.17064694833720515
Hobbies_Revenue,Year,Total_Revenue,0.15703821534255555
Year,Holiday,Total_Revenue,0.13237851820592914
Snap_up,Year,Household_Revenue,0.2042121875857155
Household_Revenue,Year,Total_Revenue,0.1026672769909486
Snap_up,Holiday,Food_Revenue,0.07378714852481266
Snap_up,Hobbies_Revenue,Household_Revenue,0.3165604891641579
Year,Holiday,Household_Revenue,0.11739497251739742
Year,Hobbies_Revenue,Total_Revenue,0.28137464345311947
Year,Household_Revenue,Total_Revenue,0.2897456999063563
Food_Revenue,Hobbies_Revenue,Household_Revenue,0.13021047435501779
Holiday,Snap_up,Hobbies_Revenue,0.048070925995185955
Household_Revenue,Snap_up,Food_Revenue,0.12051507045497864
Year,Hobbies_Revenue,Household_Revenue,0.2840062094851128
Household_Revenue,Snap_up,Total_Revenue,0.09250664219844197
Household_Revenue,Hobbies_Revenue,Total_Revenue,0.08272222378418032
Holiday,Hobbies_Revenue,Household_Revenue,0.31477864006897627
Snap_up,Year,Hobbies_Revenue,0.18252255067859294
Snap_up,Year,Food_Revenue,0.1533410226625138
Food_Revenue,Snap_up,Hobbies_Revenue,0.05257194924258644
Year,Snap_up,Food_Revenue,0.17993485739384893
Food_Revenue,Household_Revenue,Total_Revenue,0.146737842293603
Total_Revenue,Holiday,Snap_up,0.02223820252349335
Hobbies_Revenue,Year,Household_Revenue,0.15818563434546754
Household_Revenue,Holiday,Food_Revenue,0.06537254243176537
Household_Revenue,Year,Holiday,0.0685846021715889
Snap_up,Holiday,Total_Revenue,0.06848208464663194
Hobbies_Revenue,Year,Food_Revenue,0.1260398784656176
Holiday,Food_Revenue,Household_Revenue,0.30750511020816174
Food_Revenue,Holiday,Hobbies_Revenue,0.054251508511880944
Hobbies_Revenue,Holiday,Snap_up,0.014732819179203813
Total_Revenue,Snap_up,Food_Revenue,0.0838640924834862
Year,Food_Revenue,Hobbies_Revenue,0.2719202787173266
Snap_up,Hobbies_Revenue,Total_Revenue,0.30429251507069466
Food_Revenue,Year,Total_Revenue,0.1493223855299469
Household_Revenue,Snap_up,Hobbies_Revenue,0.04490921096108837
Food_Revenue,Holiday,Snap_up,0.013412655069814943
Household_Revenue,Year,Snap_up,0.0481404492184484
Total_Revenue,Snap_up,Hobbies_Revenue,0.05246514749784924
Total_Revenue,Year,Food_Revenue,0.08448927892391918
Snap_up,Food_Revenue,Hobbies_Revenue,0.25162723667753817
Holiday,Year,Snap_up,0.013133822324386157
Household_Revenue,Food_Revenue,Hobbies_Revenue,0.06450583694821274
Holiday,Year,Total_Revenue,0.18805727645767792
Snap_up,Holiday,Household_Revenue,0.10108017089082993
Snap_up,Year,Total_Revenue,0.2128026934722561
Hobbies_Revenue,Food_Revenue,Household_Revenue,0.12778810781028027
Total_Revenue,Snap_up,Household_Revenue,0.057868139272764
Snap_up,Household_Revenue,Total_Revenue,0.35948454278555636
Food_Revenue,Year,Household_Revenue,0.1812351986383937
Food_Revenue,Year,Hobbies_Revenue,0.13916799183920564
Year,Holiday,Snap_up,0.011990268713020318
Holiday,Year,Household_Revenue,0.21830702037676852
Holiday,Year,Food_Revenue,0.152330579791507
Snap_up,Food_Revenue,Total_Revenue,0.34345790069229737
Snap_up,Food_Revenue,Household_Revenue,0.3234454845193271
Food_Revenue,Snap_up,Household_Revenue,0.06988523878433349
Year,Holiday,Food_Revenue,0.1171179204914176
Total_Revenue,Year,Hobbies_Revenue,0.10974808838577599
Year,Food_Revenue,Household_Revenue,0.2753205674739353
Hobbies_Revenue,Snap_up,Food_Revenue,0.10794032944442988
Total_Revenue,Hobbies_Revenue,Household_Revenue,0.07180757053508816
Household_Revenue,Food_Revenue,Total_Revenue,0.13955234207826822
Total_Revenue,Year,Household_Revenue,0.09619471695717081
Holiday,Household_Revenue,Total_Revenue,0.3456762011113719
Snap_up,Holiday,Hobbies_Revenue,0.07992746889224486
Holiday,Food_Revenue,Total_Revenue,0.3346742578951374
Hobbies_Revenue,Year,Holiday,0.05200345802572974
Holiday,Snap_up,Food_Revenue,0.16477199128317555
Holiday,Food_Revenue,Hobbies_Revenue,0.22367691451793903
Holiday,Hobbies_Revenue,Total_Revenue,0.28013500136165964
Household_Revenue,Year,Hobbies_Revenue,0.1204667000154069
Food_Revenue,Hobbies_Revenue,Total_Revenue,0.133963592087522
Hobbies_Revenue,Household_Revenue,Total_Revenue,0.15039572682903105
Household_Revenue,Year,Food_Revenue,0.09686133444197553
Hobbies_Revenue,Snap_up,Total_Revenue,0.06945866182469772
Year,Holiday,Hobbies_Revenue,0.13884916879808737
Year,Snap_up,Household_Revenue,0.06449687207847367
Year,Snap_up,Total_Revenue,0.14109082877464413
